"","cbend","cbstart","ecend","ecstart"
"2948",3298877,3616915,3328485,3328405
"2950",2162727,3901709,3328486,3328405
"2953",603909,4168269,3328486,3328405
"2956",1043008,3800047,3328486,3328405
"2960",226585,4171320,3328487,3328405
"2963",2475938,4638949,3328489,3328402
"2965",2537559,3654398,3328496,3328427
"2967",471278,4079367,3336895,3328945
"2969",2248042,3654385,3336895,3336858
"2971",4007134,4147299,3336897,3336856
"2972",2137600,4007171,3336940,3336860
"2973",395308,2137526,3336940,3336858
"2974",259713,395343,3336941,3336905
"2977",2106986,3824763,3336942,3336905
"2980",3602412,4389018,3336942,3336884
"2982",3568945,4436136,3336943,3336905
"2986",525880,4643175,3339128,3336906
"2988",4090084,4081636,3343847,3334467
"2989",43060,4086513,3344672,3340280
"2992",4107745,4095576,3359596,3343918
"2993",687424,4106040,3362450,3357857
"2994",603912,687262,3366988,3362284
"2996",597958,4171320,3366990,3366913
"2997",538879,597883,3366990,3366913
"2999",3162337,4107853,3366991,3362566
"3000",1868853,3162262,3366992,3366914
"3002",197386,4112323,3366994,3366913
"3003",8730,197439,3366996,3366939
"3006",1710916,3102810,3370524,3370489
"3008",332340,2997179,3370527,3370471
"3012",4118220,4208566,3372567,3370485
"3016",2077810,4127649,3374417,3372823
"3018",2961636,4482442,3374501,3374376
"3019",1828382,2961761,3374503,3374377
"3022",4133144,4486745,3378300,3377620
"3023",4133859,4131096,3379089,3376251
"3026",3375190,4144257,3381276,3381173
"3028",1047571,4066974,3381277,3381176
"3033",1497186,3705673,3381297,3381176
"3035",1251676,3206524,3381300,3381163
"3036",1045853,1251551,3381300,3381175
"3039",1047572,4141475,3383202,3380239
"3040",1045877,1047712,3383202,3383062
"3043",4067083,4142385,3383211,3383093
"3044",3705564,4066953,3383211,3383081
"3045",3351178,3705673,3383213,3383102
"3047",1251673,3452704,3383223,3383081
"3051",3206730,3375051,3383295,3383063
"3054",2179507,4143920,3385646,3382762
"3056",3162404,3914459,3388318,3388281
"3058",4155160,4145712,3394751,3384552
"3059",4075334,4151310,3395694,3390943
"3060",502933,4074949,3397111,3395309
"3062",3880883,4161072,3401946,3394885
"3064",3616994,4643186,3401985,3401905
"3066",376434,4436140,3401992,3401911
"3069",4171299,4578759,3404952,3404324
"3070",609582,4165817,3405585,3399533
"3074",198748,4171420,3406624,3405011
"3076",475825,2011129,3409369,3406439
"3078",3863132,3864270,3411325,3410139
"3080",3852770,4173286,3416363,3406437
"3082",4186553,4181192,3420248,3414776
"3084",4188590,4194380,3427741,3422837
"3087",212665,4203858,3442199,3437004
"3090",2137604,3102795,3442200,3442162
"3091",60118,2137558,3442200,3442154
"3095",602286,3799960,3442239,3442162
"3098",2162727,4168270,3442240,3442162
"3101",2207411,3969062,3442240,3442162
"3105",3627981,4166308,3442242,3442202
"3106",3573960,3628066,3442245,3442162
"3109",2310949,4576868,3442246,3442207
"3112",2743623,4204537,3443786,3438282
"3114",2647478,3229014,3446008,3444984
"3115",199442,2648691,3447216,3444795
"3117",3501867,4430317,3453485,3449434
"3118",2918622,3501830,3453577,3453448
"3120",3517490,3623087,3453588,3453512
"3121",2355875,3517415,3453590,3453513
"3122",1717488,2355786,3453590,3453501
"3125",3882291,3882823,3458586,3458510
"3127",637798,4209760,3470142,3444794
"3131",2744941,3851500,3470143,3470105
"3132",294303,2744983,3470143,3470101
"3136",2876577,4181102,3470218,3470105
"3137",471194,2876488,3470221,3470106
"3140",3775468,3979096,3481247,3476575
"3141",2160972,3775326,3483780,3481105
"3143",1153610,4225411,3488890,3461714
"3145",332291,3914447,3488893,3488819
"3148",317034,4252445,3500399,3488894
"3150",3417950,4256605,3508074,3492945
"3152",3782996,4491450,3508110,3508039
"3153",2401195,3783065,3508115,3508041
"3154",1868849,2401117,3508115,3508039
"3157",1069045,3569324,3508115,3508043
"3161",108876,3569158,3508119,3508043
"3165",2971474,4277632,3516409,3516024
"3166",2971770,2972189,3517534,3515694
"3169",4119671,4272526,3523590,3512350
"3171",4281129,4278284,3529855,3526681
"3172",746496,4280734,3539826,3529465
"3176",3036631,3715721,3539826,3539792
"3180",1575242,4712507,3539826,3539793
"3182",4084035,4116169,3539828,3539792
"3183",2576277,4084070,3539829,3539793
"3185",3087810,3742855,3539829,3539792
"3187",1043057,4562334,3539829,3539793
"3190",3022416,3616914,3539830,3539792
"3192",602221,3118861,3539831,3539793
"3194",3799923,3800050,3539831,3539790
"3196",1063394,3969064,3539831,3539792
"3199",3134550,4168269,3539831,3539793
"3200",1149233,3134588,3539831,3539793
"3202",3501792,4171319,3539831,3539792
"3203",454539,3501828,3539831,3539795
"3205",603949,3342477,3539832,3539790
"3207",60118,2742057,3539832,3539792
"3209",212659,3641303,3539837,3539793
"3213",3632395,4302952,3555572,3550032
"3215",2636309,4308527,3562042,3555059
"3216",2634592,2636445,3563771,3561906
"3217",311441,2635069,3563826,3563294
"3219",309917,2633830,3565356,3564548
"3221",2496911,2633475,3565376,3564903
"3224",188744,4321814,3566759,3566416
"3227",98674,3641455,3566760,3566624
"3230",2926473,4322103,3566760,3566627
"3231",2791764,2926338,3566866,3566625
"3232",188746,2791684,3567002,3566786
"3237",2759649,4321822,3568812,3566592
"3238",96863,2757702,3568812,3566868
"3240",186826,2926335,3568812,3566866
"3242",2797703,3641724,3568812,3567032
"3243",2798998,2795919,3570201,3567032
"3245",183548,2928295,3572226,3568909
"3246",93588,186814,3572226,3568909
"3248",2801142,3643520,3572226,3568909
"3250",2763016,2929924,3572317,3570424
"3252",2791569,4336857,3599492,3581718
"3254",2355894,4359829,3606314,3604822
"3257",3104839,4218480,3608421,3606202
"3260",1959035,4365997,3610907,3610350
"3264",3663738,4364532,3611865,3609728
"3268",2997224,4374156,3614887,3612058
"3270",2252314,3831349,3614888,3614854
"3272",3501868,3851631,3614889,3614851
"3273",565586,3501836,3614890,3614857
"3275",3162262,4095561,3614932,3614855
"3276",597883,3162336,3614933,3614858
"3278",2863876,4208563,3614938,3614854
"3280",1692977,4374971,3619660,3612747
"3283",1261511,4380798,3625876,3618453
"3286",3817780,4464493,3626638,3626450
"3287",3046800,3817857,3626638,3626561
"3289",2705820,3183733,3626638,3626582
"3293",4392045,4392005,3629542,3629475
"3294",4392049,4391971,3629573,3629474
"3295",4392049,4391647,3629639,3629183
"3296",4393306,4391925,3631160,3629516
"3297",4397181,4391965,3635041,3629813
"3298",4397607,4393833,3636159,3631690
"3300",4411986,4405366,3642966,3636255
"3301",4423252,4408717,3654380,3639714
"3302",3824762,4411972,3654477,3643110
"3304",2106950,4436058,3654477,3654400
"3309",3549374,4389075,3654477,3654441
"3312",1284675,3569478,3654477,3654407
"3313",603988,1284635,3654478,3654437
"3318",2853377,4149497,3654478,3654397
"3321",299588,4712470,3654478,3654441
"3323",3823796,4433876,3654479,3654443
"3324",3087773,3823876,3654479,3654399
"3327",3103552,4208467,3654479,3654441
"3328",524854,3103589,3654479,3654442
"3330",2311038,3602609,3654480,3654401
"3332",3800049,4380810,3654480,3654398
"3334",3780546,4147258,3654480,3654401
"3336",746532,4208569,3654481,3654392
"3338",594316,2576319,3654481,3654400
"3341",3949110,4084008,3654481,3654419
"3343",528471,4361256,3654482,3654400
"3344",332292,528507,3654482,3654446
"3346",602162,2823627,3654497,3654400
"3349",3158927,3530713,3660063,3659972
"3350",2571457,3158989,3660098,3660001
"3352",2487898,4423378,3667512,3656287
"3355",3036663,3530279,3670119,3670070
"3360",2576242,4712467,3670119,3670080
"3361",299589,2576276,3670119,3670085
"3365",2629339,4208479,3670119,3670071
"3368",60156,4084032,3670119,3670082
"3371",395405,3823832,3670120,3670085
"3373",3602375,4587404,3670120,3670083
"3376",395343,4388953,3670120,3670082
"3378",3908316,4397707,3670122,3670081
"3381",3568986,4562369,3670124,3670085
"3382",3568903,3569072,3670124,3670039
"3383",2106945,3568944,3670124,3670083
"3386",3569153,4389076,3670124,3670082
"3388",2470812,4461815,3671794,3671300
"3391",3783019,4168353,3671795,3671760
"3393",240757,4149498,3671795,3671762
"3395",2874015,3517369,3671796,3671762
"3397",8769,3831346,3671798,3671764
"3402",4442478,4451593,3676453,3675831
"3404",3776894,4442809,3685687,3676761
"3406",2828814,4445712,3693347,3686463
"3410",4718471,4719267,3698671,3697522
"3411",4442040,4718162,3701041,3698362
"3412",3313633,4441854,3708601,3700855
"3414",2106908,4181103,3708601,3708565
"3415",1153572,2106944,3708602,3708565
"3418",1315437,3313730,3708627,3708565
"3421",2409688,4449663,3710168,3698925
"3424",2435582,4461289,3713287,3710072
"3426",3845074,4565973,3713290,3713251
"3427",1737561,3845032,3715479,3713248
"3429",4472081,4464688,3722593,3713304
"3430",2318465,4469964,3724178,3720474
"3431",2088534,2318508,3724341,3724135
"3435",4478052,4472226,3730064,3722797
"3436",2717199,4477996,3730912,3730008
"3437",2716469,2717321,3731766,3730790
"3438",2715917,2716698,3732306,3731537
"3440",4482316,4483318,3733542,3732404
"3441",2180551,4477421,3734356,3728664
"3443",3206034,4482438,3734366,3733540
"3445",2918616,3517408,3734467,3734402
"3448",3430202,3623081,3734495,3734402
"3449",2355895,3430114,3734506,3734407
"3452",4367609,4483317,3735845,3734512
"3454",3901522,4377182,3735851,3735810
"3455",3901570,3901567,3735851,3735806
"3456",444486,3901614,3735884,3735807
"3459",2805686,4155289,3735884,3735811
"3461",524891,4155424,3735885,3735849
"3463",2576277,3742853,3735885,3735846
"3464",60121,2576237,3735885,3735845
"3466",3823833,4433911,3735885,3735849
"3467",2607930,3823796,3735886,3735848
"3469",356724,3616913,3735886,3735847
"3473",696690,3800085,3735887,3735808
"3476",602221,4168261,3735887,3735841
"3479",212665,1063432,3735887,3735849
"3482",3102757,4576940,3735888,3735845
"3484",2162767,3969097,3735888,3735810
"3487",746489,3735203,3735889,3735810
"3489",1065413,4562334,3735891,3735849
"3491",2137613,4225302,3735895,3735811
"3492",1889702,2137563,3735898,3735847
"3494",1808970,4132504,3738346,3736524
"3495",640466,1808874,3738347,3738250
"3498",2468346,4485985,3743897,3735809
"3501",1497077,4491549,3746049,3741261
"3505",3351027,4144423,3746101,3745898
"3507",1481403,3705541,3746103,3745929
"3508",1251498,1481248,3746115,3745948
"3509",1047951,1251691,3746340,3745922
"3511",1046280,4067338,3746364,3745697
"3513",1408113,3375505,3746364,3745646
"3515",1553188,3206910,3750536,3745688
"3518",1587042,4515859,3751839,3750670
"3521",1315553,4491489,3751839,3751802
"3525",1856861,3509673,3751840,3751758
"3526",13899,1856896,3751840,3751805
"3528",3178268,3417980,3751842,3751774
"3531",2894217,3951209,3751854,3751806
"3532",2161236,2894305,3754492,3751759
"3534",2161262,4524454,3755246,3755007
"3535",2160263,2161357,3755279,3755151
"3537",1586092,4521456,3762966,3751261
"3539",3509715,4528721,3763136,3757101
"3540",1063352,3509758,3763180,3763093
"3542",2509156,3298795,3763180,3763103
"3546",2310955,4171316,3763181,3763099
"3548",2470779,2965650,3763184,3763104
"3551",4542833,4537476,3769958,3763146
"3552",4013591,4540467,3770729,3767591
"3553",3487815,4013446,3772235,3770584
"3554",1168027,3487878,3776663,3772172
"3555",1167491,1168652,3777199,3776044
"3557",461968,4544694,3788565,3775469
"3559",1818779,4549123,3793873,3780621
"3562",746503,3780529,3793897,3793845
"3565",1868775,4578072,3810332,3808593
"3567",3311008,3773921,3810338,3810259
"3568",1995588,3311086,3810869,3810266
"3569",913179,1995554,3810871,3810835
"3571",575171,1220925,3810872,3810835
"3573",1473582,1472507,3811878,3810751
"3574",1293466,1473480,3811888,3811776
"3576",575990,2111575,3811888,3811575
"3578",2107183,3509021,3812534,3812195
"3581",2737934,4164025,3814406,3814369
"3583",2986089,3177504,3814410,3814372
"3584",1437506,2986127,3815783,3814372
"3586",2217651,4581123,3820321,3810364
"3591",566552,3760533,3820488,3820287
"3592",136347,566480,3820498,3820416
"3594",3446959,4587541,3825893,3820411
"3595",1054209,3447092,3826034,3825760
"3597",1735045,4589651,3832489,3828373
"3600",1118102,4600323,3836653,3833623
"3602",2339109,4602461,3836717,3835799
"3604",668933,2697812,3846159,3836906
"3606",3783645,4603387,3854504,3839734
"3608",3383960,4615592,3864552,3848164
"3610",3088565,4627090,3864674,3860983
"3611",1868985,3087868,3864790,3863977
"3613",3569403,3569536,3864792,3864759
"3614",2810965,3569370,3864793,3864759
"3615",1469317,2810998,3864803,3864760
"3617",1587077,3756724,3867907,3867873
"3619",2858895,4491453,3867907,3867873
"3621",1868985,3773993,3867971,3867873
"3622",1277541,1868954,3867972,3867940
"3626",3569406,3809573,3867976,3867874
"3627",2576487,3569366,3867976,3867935
"3629",226588,3569536,3867976,3867940
"3631",2863969,4556991,3867979,3867942
"3632",1428854,2863930,3869050,3867940
"3634",1889642,4631808,3870637,3867942
"3636",1312695,4708013,3870638,3870601
"3638",3990067,4634785,3876117,3870693
"3640",2918622,4640790,3877289,3874949
"3641",1717489,2918564,3877303,3877231
"3643",1841809,4218482,3877308,3877212
"3645",2355890,3008431,3877317,3877212
"3647",3517514,3957804,3877324,3877210
"3649",3623188,3749511,3877325,3877202
"3651",4649809,4643269,3889535,3877369
"3653",2847449,4649913,3890117,3889567
"3655",4658795,4650507,3902467,3894127
"3656",2918557,4653226,3902867,3896901
"3658",3517396,4218558,3902885,3902803
"3659",1717392,3517479,3902885,3902802
"3663",4673380,4659653,3917867,3902898
"3664",4667903,4671482,3918391,3915969
"3666",4691536,4673725,3938975,3919265
"3667",4694895,4683047,3944522,3930482
"3668",3082463,4691573,3944578,3941198
"3669",3031743,3082387,3948276,3944495
"3671",2725681,4694952,3953130,3948431
"3672",817872,2725779,3953319,3953032
"3674",409647,2895798,3957636,3956309
"3676",2013928,2895438,3960198,3956666
"3680",3320703,3318938,3963409,3961635
"3682",2487605,4698772,3967320,3965652
"3687",2077898,4708021,3971324,3967826
"3692",1717398,4218592,3971404,3971294
"3695",1828505,3517518,3971409,3971288
"3698",3046923,3817776,3971412,3971286
"3699",2705698,3046796,3971412,3971286
"3702",161315,4482317,3971415,3971288
"3705",1277720,3501825,3972419,3972374
"3708",1450739,4436058,3972462,3972385
"3709",212702,1450814,3972462,3972385
"3715",22086,4587403,3972463,3972425
"3718",3799961,3823876,3972463,3972384
"3719",2823549,3799881,3972463,3972386
"3723",3087774,3799966,3972463,3972385
"3726",3742856,4433873,3972463,3972425
"3727",602183,3742925,3972463,3972386
"3730",3342480,3875037,3972463,3972400
"3732",3602481,4562369,3972463,3972428
"3734",2805722,3613311,3972464,3972385
"3736",1063433,3134504,3972464,3972384
"3738",4155425,4643096,3972464,3972385
"3739",4155251,4155332,3972464,3972374
"3740",2162807,4155171,3972464,3972386
"3742",3102797,4155258,3972464,3972384
"3743",2576403,3102761,3972465,3972428
"3744",299586,2576486,3972465,3972382
"3746",746532,4361259,3972466,3972382
"3747",594316,746450,3972466,3972386
"3749",4084073,4208560,3972466,3972385
"3750",2576237,4084037,3972467,3972430
"3752",3574054,4168350,3972468,3972384
"3754",3700317,3949146,3972469,3972430
"3755",2576317,3700405,3972469,3972381
"3757",1575294,2853412,3972482,3972428
"3759",4449644,4711484,3977383,3971411
"3760",2766270,4449609,3977383,3977348
"3761",2441341,2766309,3977386,3977344
"3763",4717782,4716000,3985999,3977413
"3764",2610545,4717330,3988861,3985547
"3765",2609715,2611547,3989642,3987859
"3766",8723,2609768,3991169,3989589
"3769",12431,3067519,3997926,3996248
"3771",20253,4462572,4005795,4003267
"3772",20460,12460,4006071,3998025
"3777",560571,3538138,4017290,4014942
"3778",559165,565508,4018602,4012355
"3780",1733446,4543004,4021474,4018629
"3781",559078,1733375,4024048,4021403
"3785",3856738,4427236,4030361,4024911
"3786",3441,3856656,4032049,4030279
"3787",2564,3637,4032932,4031853
"3790",4097419,4096193,4041159,4039927
"3791",45369,4097163,4042384,4040903
"3795",1856862,4631808,4048124,4048091
"3797",222029,2777847,4048126,4048090
"3799",52337,4437730,4049588,4048090
"3801",56125,817161,4057700,4053777
"3803",3901418,3957747,4059958,4059919
"3804",2342222,3901383,4059999,4059923
"3805",1868851,2342155,4059999,4059930
"3806",1815596,1868774,4060000,4059923
"3807",1090383,1815524,4060000,4059930
"3809",597959,4475767,4060000,4059925
"3811",3134503,4072008,4060002,4059969
"3812",1277544,3134591,4060003,4059922
"3816",2142178,4473863,4061403,4061364
"3820",332334,3951100,4061605,4061570
"3823",3628014,4103846,4061606,4061572
"3825",4361225,4576830,4061606,4061570
"3826",2997226,4361259,4061607,4061572
"3829",1703263,4155346,4061607,4061575
"3833",1469361,3602612,4061607,4061573
"3835",3654372,3880920,4061608,4061575
"3837",3313620,4397650,4063536,4061576
"3838",552352,3313586,4063538,4063502
"3842",4090092,4511634,4063591,4063504
"3844",63312,4537477,4064752,4063554
"3846",592933,2824206,4066163,4065001
"3849",3078191,3328095,4068046,4066114
"3850",65410,3077651,4070938,4067506
"3852",2819081,3082464,4071066,4071030
"3855",67320,4695431,4072673,4071031
"3857",1828382,3817905,4089591,4089461
"3859",616791,3355324,4092751,4092195
"3864",3352693,3711708,4093860,4093781
"3866",3526508,4615294,4094562,4094369
"3868",1606196,3914067,4097444,4097283
"3871",96851,2931722,4103211,4099936
"3873",186814,3646923,4103211,4099797
"3875",2759661,4327322,4103211,4099936
"3878",188610,2929577,4105088,4101919
"3881",2926337,3643508,4105252,4103308
"3882",188880,2928283,4105252,4103308
"3886",4321852,4324046,4105253,4103308
"3887",1612590,4321990,4105358,4105115
"3889",2749261,2759649,4105373,4103308
"3890",2307530,2749338,4105408,4105296
"3891",11738,2307423,4109323,4105302
"3892",10746,11893,4110306,4109168
"3896",161210,3817874,4111957,4111883
"3900",108862,3430099,4115396,4111859
"3902",3075770,3417951,4118958,4118921
"3903",520594,3075733,4118959,4118921
"3905",3134595,3606400,4118961,4118883
"3907",4449520,4477407,4118966,4118878
"3908",112199,4449565,4119548,4118921
"3911",3066628,3102850,4121829,4121789
"3912",242545,3066664,4121831,4121793
"3914",2470778,4380778,4121831,4121797
"3916",144144,4155376,4121835,4121797
"3917",117929,144097,4123316,4121789
"3919",119687,2156939,4125181,4123645
"3920",127275,117946,4132861,4123440
"3923",2410506,3378226,4139971,4139871
"3925",2423917,2567394,4141003,4139880
"3928",3192711,3192744,4141234,4141148
"3930",3569405,4587627,4141929,4141276
"3931",144062,3569372,4148924,4141896
"3933",3313694,3313673,4149406,4149366
"3934",144502,3313731,4150917,4149369
"3937",3809490,4616790,4155522,4155489
"3938",115141,3809523,4156329,4155489
"3944",2777815,4449570,4157812,4157775
"3946",1587044,4491529,4157812,4157731
"3949",2298730,3773960,4157812,4157780
"3951",2876577,3951209,4157812,4157781
"3954",1897084,4596142,4157815,4157780
"3956",3380506,4437730,4157815,4157780
"3957",2834512,3380540,4157815,4157781
"3958",151545,2834550,4159138,4157777
"3961",2918556,3957901,4169720,4169636
"3962",2355788,2918620,4169728,4169656
"3964",3008426,3430199,4169736,4169636
"3965",163605,3008545,4172032,4169617
"3966",170236,151646,4180340,4160089
"3969",2705824,3817839,4180474,4180411
"3971",2337569,3517457,4180659,4180411
"3972",173267,2337715,4183490,4180513
"3974",175725,173357,4188015,4183531
"3976",2355820,2705816,4188096,4188021
"3979",185348,3517512,4197662,4188021
"3980",95385,175829,4197662,4188143
"3983",2761127,4327322,4197662,4195863
"3984",374411,2762925,4197933,4195863
"3986",374637,374588,4197949,4197878
"3990",96851,2931722,4199299,4195863
"3995",2757869,4325340,4201179,4198007
"3998",98644,4324046,4201179,4199396
"4000",2926338,4322233,4201441,4201309
"4001",98810,2926470,4201442,4201309
"4003",188890,2757836,4201452,4201309
"4007",2795614,4321989,4201609,4201307
"4010",4168350,4171366,4201660,4201624
"4011",3311094,4168316,4201660,4201626
"4013",3562013,3824723,4201664,4201626
"4015",4256498,4377182,4201700,4201628
"4016",1277478,4256574,4201700,4201629
"4020",2918736,4449529,4209194,4201665
"4023",2917324,4385644,4210437,4209218
"4024",2480316,2918547,4212641,4209215
"4026",3118776,3211578,4212643,4212560
"4027",2628569,3118813,4213585,4212606
"4030",533458,4580239,4213791,4213425
"4031",225221,532966,4213793,4213299
"4033",2918557,2917253,4215581,4210446
"4035",2908465,3517506,4219233,4215489
"4036",2904809,2912090,4227162,4215608
"4037",2906231,2905974,4228584,4226003
"4038",2902715,2907507,4230678,4227302
"4039",2897655,2908364,4236543,4225023
"4040",2891216,2902579,4239647,4231620
"4041",1468992,2894162,4243489,4236701
"4042",1464661,1469227,4247838,4243254
"4044",2878673,2890331,4248842,4242293
"4045",22121,2879394,4253459,4248122
"4048",435705,3530330,4253459,4253423
"4053",2036295,4155254,4253459,4253420
"4055",2607930,4433911,4253461,4253424
"4057",602221,3342479,4253462,4253423
"4059",212665,603988,4253462,4253424
"4061",633416,696729,4253462,4253423
"4064",3102757,4576937,4253463,4253423
"4067",4562374,4616825,4253464,4253424
"4068",3735122,4562334,4253464,4253424
"4069",1065414,3735164,4253465,4253422
"4070",1063352,1065456,4253501,4253423
"4071",746450,1063432,4253501,4253424
"4074",3616994,3742854,4253501,4253422
"4075",2162727,3616911,4253502,4253420
"4077",2805647,3178270,4253502,4253422
"4078",2576319,2805721,4253502,4253424
"4080",2805491,3534391,4253502,4253422
"4081",2805569,2805567,4253502,4253422
"4083",108878,4380725,4253502,4253423
"4087",480410,4155424,4253502,4253424
"4089",3799965,3969067,4253503,4253420
"4090",1149188,3800048,4253504,4253423
"4093",331676,4168269,4254401,4253424
"4095",332335,619794,4255028,4254994
"4097",1999650,1999617,4255061,4254998
"4100",144138,2834550,4255998,4255962
"4103",22121,4556991,4256048,4255966
"4105",2823584,3901714,4256048,4256008
"4107",480453,3715721,4256048,4256012
"4108",332252,480489,4256049,4256012
"4110",2742009,4576937,4256059,4256012
"4112",2401072,3181017,4260003,4259965
"4115",3462732,3462898,4260003,4259966
"4116",2401198,3462769,4260043,4259966
"4117",1069052,2401119,4260047,4259968
"4119",2867109,2878226,4267172,4251796
"4120",2863992,2867850,4267889,4266432
"4122",602225,3162386,4273381,4273317
"4124",1063432,3162337,4273396,4273317
"4129",2115674,4511711,4273397,4273318
"4131",3534391,3968985,4273398,4273315
"4132",2435631,3534473,4273398,4273318
"4134",3914363,4649810,4273405,4273363
"4135",352445,3914452,4274135,4273318
"4137",2856695,2863861,4279980,4268396
"4138",2856901,2856897,4280144,4279778
"4141",52385,3525217,4290221,4284722
"4143",3417954,4437763,4290224,4290188
"4144",2869926,3417916,4290261,4290186
"4145",1063356,2869997,4290261,4290186
"4148",2912156,3799961,4290263,4290188
"4150",459589,4171320,4290267,4290188
"4153",1315476,3780502,4292365,4290236
"4154",496844,1315420,4292381,4292303
"4156",3316480,3970790,4292382,4292292
"4158",2851431,3987543,4294293,4293556
"4159",769151,2855435,4296710,4290277
"4162",1717416,4218572,4297466,4297394
"4164",1450739,4482323,4297541,4297374
"4168",1632818,2847363,4310351,4297543
"4171",2829754,3971069,4321771,4313718
"4172",2362278,2833118,4323552,4318405
"4174",2116388,4137083,4324503,4322761
"4175",593007,2115746,4328494,4323861
"4178",3429458,4233839,4338239,4333228
"4180",2812909,4649861,4339524,4338207
"4182",471196,4380721,4341400,4341319
"4184",62141,2741996,4341402,4341368
"4187",2805686,3162261,4346645,4341324
"4188",1101638,2812845,4348574,4339522
"4190",2802780,2805486,4349324,4346612
"4191",95385,2803008,4352733,4349096
"4193",185348,3646928,4352733,4350790
"4195",2761127,4327322,4352733,4350934
"4196",374411,2762925,4353004,4350934
"4198",374637,374588,4353020,4352949
"4202",96851,2931722,4354370,4350934
"4207",2757869,4325340,4356245,4353078
"4210",98644,4324046,4356245,4354467
"4212",2926338,4322233,4356512,4356380
"4213",98810,2926470,4356513,4356380
"4215",188890,2757836,4356523,4356380
"4217",3998125,4321989,4356592,4356378
"4218",1277478,3998091,4356593,4356558
"4221",1315519,2988761,4356594,4356555
"4224",3641368,4103767,4356595,4356558
"4225",3012543,3643508,4356596,4354467
"4226",32203,3012503,4356596,4356556
"4228",3311056,4202529,4356603,4356556
"4229",597926,3311011,4356604,4356557
"4231",1278103,1336961,4360228,4360059
"4232",1277981,1278188,4360229,4360143
"4233",1023243,1278067,4360486,4360143
"4236",2787829,4354605,4364353,4360617
"4237",1717490,2797703,4364426,4354467
"4240",2777989,4218488,4374254,4364340
"4241",2771347,2787831,4382562,4364414
"4243",2918564,2959533,4382662,4382558
"4245",1717415,4218592,4382664,4382571
"4247",2355791,3008540,4382675,4382571
"4250",3046919,3817780,4382685,4382567
"4252",2705694,3517522,4382693,4382561
"4253",2521013,2705820,4386996,4382567
"4255",2628605,2771209,4390585,4382802
"4257",532968,2913920,4390833,4390348
"4258",225843,533369,4390963,4390432
"4261",2799345,2931815,4396279,4394385
"4262",2759661,2801142,4397794,4394478
"4264",186814,4327411,4397794,4394387
"4265",96851,183548,4397794,4394478
"4267",2797715,3646783,4397794,4394478
"4269",2757874,2929577,4399664,4396502
"4272",98646,4324046,4399672,4397891
"4275",2795649,3643508,4399938,4397891
"4278",2757700,4322236,4399940,4399801
"4279",98813,2757839,4399940,4399801
"4281",108878,4321990,4400192,4399801
"4284",4256498,4377183,4400233,4400162
"4287",2873929,4388998,4400234,4400161
"4289",3998128,4596091,4400235,4400178
"4290",2834548,3998095,4400235,4400202
"4291",2616003,2834514,4405062,4400201
"4292",22086,2615913,4405063,4404979
"4296",3621200,3634710,4405063,4404990
"4297",2940640,3621278,4405063,4404995
"4299",3633714,3641259,4408134,4400262
"4301",1063432,4377216,4408235,4408142
"4303",299623,4308986,4412178,4409504
"4308",3616950,3800049,4412178,4412141
"4311",3780583,4712507,4412178,4412143
"4313",1043058,3799963,4412178,4412141
"4317",3602523,4361189,4412185,4412143
"4319",3036621,4084070,4412186,4412143
"4321",802563,3633714,4415445,4408256
"4323",1748360,3627036,4427024,4415491
"4325",3008423,3624729,4440058,4438483
"4328",3087773,4112314,4441902,4441820
"4330",2342145,4380807,4441903,4441821
"4332",997380,3623103,4446089,4440022
"4334",565589,3616398,4449286,4446107
"4336",8767,3880916,4449288,4449252
"4338",197442,598019,4449306,4449252
"4340",3824762,3969076,4449329,4449266
"4341",2559186,3824690,4449329,4449256
"4342",395342,2559127,4449329,4449269
"4343",212702,395307,4449329,4449294
"4346",3823797,4208560,4449330,4449256
"4348",3969063,4168349,4449330,4449256
"4349",2162806,3968986,4449330,4449255
"4350",603988,2162727,4449330,4449256
"4355",2311036,3602609,4449330,4449257
"4357",2805721,3562008,4449330,4449256
"4361",3616915,4171402,4449330,4449255
"4362",2576241,3616994,4449330,4449257
"4364",2137565,3527677,4449330,4449293
"4366",524855,3102759,4449330,4449293
"4369",3036666,4361256,4449332,4449256
"4370",2106947,3036571,4449332,4449246
"4372",4084072,4712472,4449332,4449295
"4373",2853374,4084037,4449333,4449297
"4374",602179,2853412,4449334,4449295
"4378",2197161,4208465,4451390,4449295
"4380",3602625,4473923,4459874,4450977
"4381",513788,3615911,4459944,4446658
"4383",3783024,4181113,4459952,4459897
"4384",197426,3782989,4459953,4459917
"4386",1699685,3162434,4459954,4459917
"4388",2341988,3355521,4460009,4459892
"4389",2342148,2342080,4460009,4459895
"4392",1999531,4168348,4460010,4459917
"4396",226509,4112339,4460011,4459892
"4399",4112413,4112432,4460013,4459892
"4400",3599997,4112453,4462390,4459973
"4401",3591840,3602410,4468033,4459976
"4402",1575187,3595881,4469223,4464006
"4405",2576407,4643097,4469223,4469145
"4407",594321,4712469,4469223,4469187
"4409",1575276,3036629,4469226,4469190
"4412",2539692,3530294,4469228,4469190
"4414",3589285,3715757,4470512,4469190
"4415",3574614,3591728,4471414,4468032
"4416",3574057,3575348,4472316,4470680
"4417",3570351,3574431,4476833,4471944
"4418",3557399,3573964,4502033,4473229
"4419",2501599,3557881,4503900,4501552
"4421",633454,3557130,4509383,4502289
